index,original word,new word
10221,aga,
10222,gitunya,
10223,metromini,
10224,dimamam,
10225,bodynya,
10226,premium,
10227,nori,
10228,dijepang,
10229,kontrak,
10230,beruntus,
10231,fighter,
10232,kamuuhhh,
10233,qt,
10234,budiirrr,
10235,olfi,
10236,opi,
10237,dihappyi,
10238,jumatberkah,
10239,muqollibal,
10240,qulub,
10241,tsabbit,
10242,qolbi,
10243,alaa,
10244,diinik,
10245,haechan,
10246,bersebrangan,
10247,playlistnua,
10248,shuffle,
10249,coboyjr,
10250,kahitna,
10251,hiyak,
10252,junub,
10253,sperma,
10254,dipickup,
10255,wari,
10256,pickup,
10257,souma,
10258,yowamushi,
10259,nontonin,
10260,didonlot,
10261,ketakuan,
10262,recent,
10263,upah,
10264,pkt,
10265,madurejo,
10266,pasirian,
10267,lumajang,
10268,padatkaryatunai,
10269,tppijatim,
10270,tppilumajang,
10271,gidik,
10272,aloevera,
10273,mensupport,
10274,intrinsik,
10275,yakult,
10276,ngerangkul,
10277,paranoid,
10278,overthinking,
10279,handsome,
10280,cintaee,
10281,gemeshhh,
10282,sekaliii,
10283,sekoyaaah,
10284,segitiga,
10285,sepat,
10286,ayy,
10287,iiikancut,
10288,luuu,
10289,undip,
10290,regist,
10291,papan,
10292,jefry,
10293,dipermasalahakan,
10294,seblm,
10295,asdfghjkl,
10296,connection,
10297,seriap,
10298,ributin,
10299,bodigardnya,
10300,vela,
10301,gilasih,
10302,mayat,
10303,memberantaskemiskinan,
10304,amel,
10305,santosodebora,
10306,kreasitiadahenti,
10307,semuademibeas,
10308,motorcycle,
10309,kustomkulture,
10310,gempol,
10311,wkwkwkwkwkw,
10312,ayom,
10313,balesin,
10314,mentabnya,
10315,peje,
10316,jedar,
10317,jedor,
10318,gemesssss,
10319,bangeeeettt,
10320,astagaaaaaahhh,
10321,gueeeee,
10322,ketik,
10323,bay,
10324,brb,
10325,myself,
10326,baejin,
10327,membernya,
10328,apatisme,
10329,ingkar,
10330,tuan,
10331,happyjendeukieday,
10332,laff,
10333,sayaang,
10334,nasa,
10335,akuuuu,
10336,kamuuuu,
10337,bea,
10338,hpnya,
10339,brpa,
10340,dahh,
10341,bolakbalik,
10342,umr,
10343,ngehadepin,
10344,ngeread,
10345,pait,
10346,asam,
10347,mandang,
10348,satrio,
10349,mereke,
10350,troll,
10351,noob,
10352,vainglory,
10353,bangsaaaaat,
10354,kosongin,
10355,laks,
10356,ngelakuinnya,
10357,mulei,
10358,pengalamam,
10359,botak,
10360,salon,
10361,akhrnya,
10362,tntng,
10363,istrnya,
10364,atw,
10365,mmbalas,
10366,prbuatan,
10367,pdahal,
10368,mantul,
10369,febby,
10370,nathania,
10371,elvarette,
10372,rekaat,
10373,sadinin,
10374,paroki,
10375,mahu,
10376,karromallahu,
10377,wajhah,
10378,regis,
10379,nik,
10380,ario,
10381,bayu,
10382,komandan,
10383,ingget,
10384,sampa,
10385,muga,
10386,ricuh,
10387,nyatain,
10388,jin,
10389,lika,
10390,liku,
10391,penuhin,
10392,gimanaaaaaaaaa,
10393,pjg,
10394,bui,
10395,kangkang,
10396,kjatuhan,
10397,kudulukan,
10398,laeeen,
10399,makbul,
10400,jidatmunaaaay,
10401,memposting,
10402,justifikasi,
10403,nglakuin,
10404,dahsyah,
10405,hinggal,
10406,nganga,
10407,rab,
10408,blits,
10409,lovelaws,
10410,gitaris,
10411,exposing,
10412,romantic,
10413,jir,
10414,fierce,
10415,vurnerable,
10416,leaks,
10417,swear,
10418,dapaya,
10419,nich,
10420,bete,
10421,ngeplanning,
10422,kapel,
10423,try,
10424,financial,
10425,terkdg,
10426,mmbuat,
10427,hdup,
10428,pnya,
10429,bengkak,
10430,ijinin,
10431,ngrti,
10432,didih,
10433,baff,
10434,riding,
10435,selese,
10436,ntaps,
10437,ndalem,
10438,mejagong,
10439,randudongkal,
10440,beeuughhh,
10441,duluuuu,
10442,ituloh,
10443,pisonya,
10444,jubah,
10445,gebetannya,
10446,umm,
10447,hikssss,
10448,kodya,
10449,aaaahhh,
10450,syaa,
10451,ruqiyah,
10452,khusunya,
10453,gemesinnya,
10454,ketealuan,
10455,wmwkwkwk,
10456,perfect,
10457,seo,
10458,rain,
10459,tenganan,
10460,karangasem,
10461,tagline,
10462,karangasemthespiritofbali,
10463,adiluhung,
10464,setapak,
10465,ratap,
10466,dramain,
10467,biat,
10468,koreanya,
10469,hahahhaa,
10470,oknuum,
10471,halangin,
10472,rupawan,
10473,kaliurang,
10474,somplak,
10475,unjukin,
10476,inihhh,
10477,mengerutka,
10478,asai,
10479,nanami,
10480,deep,
10481,voicenya,
10482,relationship,
10483,ngehargai,
10484,heiiii,
10485,nyaplok,
10486,perkasa,
10487,fatiir,
10488,dongss,
10489,tydack,
10490,mengganggap,
10491,uwu,
10492,qerja,
10493,serangga,
10494,tissue,
10495,tisu,
10496,braniin,
10497,paris,
10498,tennis,
10499,batita,
10500,ngetuk,
10501,imo,
10502,wejang,
10503,which,
10504,abiiiss,
10505,bershalawat,
10506,lekang,
10507,smsm,
10508,hengpong,
10509,syanggih,
10510,diajeng,
10511,astri,
10512,eka,
10513,zein,
10514,sholih,
10515,bakti,
10516,mrtabak,
10517,gliran,
10518,gra,
10519,hayah,
10520,lf,
10521,ngelike,
10522,alone,
10523,sajakrindu,
10524,tanyajawab,
10525,janganpergi,
10526,mng,
10527,koo,
10528,yuhuu,
10529,luvsss,
10530,ngebiarin,
10531,bathin,
10532,cidera,
10533,haiii,
10534,ndk,
10535,prjuangannya,
10536,poni,
10537,dilakukam,
10538,landas,
10539,kasihsayang,
10540,pret,
10541,topoc,
10542,yucub,
10543,accoun,
10544,dideactive,
10545,blow,
10546,sold,
10547,control,
10548,ngrasain,
10549,ndiri,
10550,kamarmandi,
10551,scared,
10552,sulam,
10553,tebal,
10554,sincan,
10555,ering,
10556,peel,
10557,icintayou,
10558,sambungin,
10559,shufle,
10560,desah,
10561,ngecilin,
10562,volume,
10563,netmedia,
10564,tuban,
10565,ronggolawe,
10566,hehee,
10567,takjil,
10568,road,
10569,gonta,
10570,eling,
10571,refresh,
10572,adaptasi,
10573,realitanya,
10574,sediiiihhhh,
10575,gacocok,
10576,nampilin,
10577,soonhoon,
10578,memahamidan,
10579,surut,
10580,votenya,
10581,trainees,
10582,fortasi,
10583,muallimin,
10584,uzur,
10585,ipm,
10586,gerbong,
10587,ngeledek,
10588,apadanya,
10589,basa,
10590,assalamualaikum,
10591,pacarin,
10592,kandas,
10593,langsu,
10594,mengobankan,
10595,senjata,
10596,dinasehatin,
10597,gibah,
10598,heunggggg,
10599,atmnya,
10600,zarry,
10601,hendrik,
10602,ngehubingin,
10603,pirang,
10604,romeo,
10605,serabi,
10606,ronzzykevin,
10607,wkwkwkkwkw,
10608,dalm,
10609,ejek,
10610,copas,
10611,diklaksonin,
10612,nyenggol,
10613,perkembangn,
10614,khidupn,
10615,dahsyat,
10616,mengedepankn,
10617,kberadabn,
10618,priceless,
10619,malese,
10620,suudzon,
10621,wkwkkwwk,
10622,klen,
10623,skincarenya,
10624,dago,
10625,terjal,
10626,semangatin,
10627,pendem,
10628,berdzikir,
10629,inya,
10630,bujur,
10631,lwn,
10632,hiih,
10633,buhan,
10634,ngeress,
10635,catcalling,
10636,sbuah,
10637,mnerus,
10638,hg,
10639,tuj,
10640,diinginkn,
10641,shrsnya,
10642,jumpscare,
10643,drw,
10644,ples,
10645,ngelihat,
10646,mbanking,
10647,surgaaaaa,
10648,enaaak,
10649,icut,
10650,gelaaaa,
10651,ygvkrg,
10652,kom,
10653,cucur,
10654,rakyatindonesia,
10655,mngcap,
10656,savenkri,
10657,buas,
10658,jambi,
10659,mistis,
10660,uils,
10661,koja,
10662,aksara,
10663,untai,
10664,party,
10665,pooper,
10666,disebrang,
10667,rektorat,
10668,tengs,
10669,khusu,
10670,twitteran,
10671,lex,
10672,kapokgabisa,
10673,beud,
10674,ngejebak,
10675,gubris,
10676,beats,
10677,faster,
10678,taksir,
10679,joni,
10680,bowo,
10681,cobaaa,
10682,dicurigain,
10683,ciken,
10684,naget,
10685,meal,
10686,bolos,
10687,rmarahs,
10688,lirih,
10689,kknlyfe,
10690,subhannallah,
10691,tanjak,
10692,leluasa,
10693,huhuhh,
10694,mamarika,
10695,jalut,
10696,becak,
10697,semuaaaaa,
10698,kmana,
10699,ikhtiar,
10700,adaaa,
10701,ngefollow,
10702,uname,
10703,kapolda,
10704,pangkodam,
10705,jokowimembangunindonesia,
10706,penalti,
10707,deposito,
10708,copet,
10709,amme,
10710,nyamperin,
10711,dera,
10712,alter,
10713,flashing,
10714,boobs,
10715,nyabutnya,
10716,santae,
10717,softlennya,
10718,soflen,
10719,gangapa,
10720,etaunya,
10721,blio,
10722,ofensif,
10723,kti,
10724,kelimutu,
10725,nyebayangin,
10726,shooower,
10727,mempatuahi,
10728,sekjen,
10729,pundaku,
10730,wayang,
10731,campak,
10732,rahim,
10733,huwawawaaaaaa,
10734,tanoshimidesuuu,
10735,aaaaaa,
10736,creyong,
10737,mez,
10738,sbagainya,
10739,yalord,
10740,piknik,
10741,naha,
10742,geginian,
10743,lapis,
10744,keenama,
10745,gemesim,
10746,cream,
10747,jatih,
10748,anonla,
10749,fx,
10750,had,
10751,rudyatmo,
10752,mako,
10753,brimob,
10754,bobol,
10755,nghina,
10756,geruduk,
10757,abel,
10758,cikur,
10759,tengkyuuu,
10760,bosss,
10761,adhe,
10762,khadoet,
10763,hahahaa,
10764,wahhh,
10765,torch,
10766,relay,
10767,sisasemalam,
10768,dibuangsayang,
10769,withgadis,
10770,konstitusi,
10771,ambang,
10772,tandatangani,
10773,petisi,
10774,dilemma,
10775,naspad,
10776,huu,
10777,sorong,
10778,mamake,
10779,biak,
10780,sirat,
10781,healthy,
10782,fingers,
10783,crossed,
10784,ngebantuin,
10785,diread,
10786,ansormajusatubarisan,
10787,ajha,
10788,akumah,
10789,pemberitahuannya,
10790,aktivkan,
10791,walet,
10792,mohn,
10793,bntuanx,
10794,trmaksih,
10795,dih,
10796,nontonnya,
10797,amandel,
10798,carin,
10799,bagainmanapun,
10800,nanganin,
10801,hater,
10802,budha,
10803,eloh,
10804,gueh,
10805,taksi,
10806,dibanguninnya,
10807,gakusah,
10808,tnpa,
10809,fanmeetingnya,
10810,gituuuu,
10811,ngehilangin,
10812,redup,
10813,kekal,
10814,ngeong,
10815,lolong,
10816,gagas,
10817,santri,
10818,manjat,
10819,longo,
10820,angong,
10821,energetic,
10822,yasudah,
10823,vocalnya,
10824,concept,
10825,eval,
10826,headset,
10827,baterai,
10828,soalnnya,
10829,spray,
10830,cd,
10831,hue,
10832,sangkuriang,
10833,najong,
10834,parahu,
10835,majlis,
10836,perisai,
10837,istiqamah,
10838,pnh,
10839,nampol,
10840,onet,
10841,curry,
10842,ngakuin,
10843,points,
10844,ditanyaa,
10845,disayaaaang,
10846,nurunun,
10847,ceklis,
10848,askfm,
10849,anonymously,
10850,jinhyuk,
10851,puan,
10852,alda,
10853,giur,
10854,sndrian,
10855,prob,
10856,fun,
10857,oppung,
10858,winda,
10859,nyebutin,
10860,ippnu,
10861,mudahhan,
10862,militan,
10863,marwah,
10864,jayalahnu,
10865,ngeper,
10866,salman,
10867,rais,
10868,mdpt,
10869,cibir,
10870,riyadh,
10871,arabia,
10872,racunin,
10873,youth,
10874,thks,
10875,aminn,
10876,anggep,
10877,any,
10878,sisterhoodnya,
10879,menfess,
10880,president,
10881,dlmnya,
10882,depn,
10883,thomasnya,
10884,pengsan,
10885,menjombs,
10886,jombs,
10887,moveon,
10888,pelaria,
10889,biarpum,
10890,muacet,
10891,poll,
10892,netz,
10893,ngebash,
10894,winarni,
10895,terimakasihnya,
10896,bersonasi,
10897,yusufk,
10898,plenga,
10899,plengo,
10900,cenat,
10901,cenut,
10902,gerbang,
10903,plz,
10904,sum,
10905,halmahera,
10906,pakdheku,
10907,telkomselnya,
10908,akbirat,
10909,allamah,
10910,thabathabai,
10911,lekuk,
10912,teguk,
10913,dahaga,
10914,cicip,
10915,emban,
10916,ilah,
10917,kemudiam,
10918,ktika,
10919,oles,
10920,pakek,
10921,haduh,
10922,hlah,
10923,gitukan,
10924,aaaaaaaaa,
10925,kitaaaa,
10926,bahagya,
10927,arung,
10928,tae,
10929,ilangin,
10930,mulletnya,
10931,mullet,
10932,ketangkep,
10933,peci,
10934,dkskdf,
10935,babihutan,
10936,blokm,
10937,slot,
10938,siabg,
10939,bho,
10940,ie,
10941,smoll,
10942,spread,
10943,awareness,
10944,langlang,
10945,buana,
10946,vakum,
10947,perkpopan,
10948,exol,
10949,dss,
10950,juleha,
10951,rapet,
10952,modyar,
10953,ngiket,
10954,oren,
10955,digadoin,
10956,lepeh,
10957,sintasriwahyuni,
10958,musikal,
10959,oplas,
10960,zonknya,
10961,kdang,
10962,dioplas,
10963,ngerombak,
10964,plastic,
10965,videocall,
10966,pukau,
10967,memank,
10968,sempena,
10969,start,
10970,smping,
10971,fatin,
10972,ngelebihin,
10973,githa,
10974,dampingin,
10975,solution,
10976,lee,
10977,daehwi,
10978,wannable,
10979,jumbo,
10980,ddk,
10981,replies,
10982,ibubapa,
10983,xkn,
10984,parents,
10985,ptn,
10986,dibikinin,
10987,ilysm,
10988,fleksibel,
10989,caoer,
10990,diwaroh,
10991,hentikanacarapembodohan,
10992,savetelevisiindonesia,
10993,kpi,
10994,kemarenan,
10995,plan,
10996,branding,
10997,strategi,
10998,kepalang,
10999,bagimana,
11000,songong,
11001,batrei,
11002,anik,
11003,belikan,
11004,chating,
11005,enter,
11006,send,
11007,spasi,
11008,alenia,
11009,hahahaah,
11010,nescaya,
11011,tlvn,
11012,gery,
11013,sdt,
11014,ruas,
11015,jumput,
11016,rocky,
11017,gerung,
11018,ruhut,
11019,sitompul,
11020,lawy,
11021,tg,
11022,dii,
11023,ngeromantisin,
11024,tenag,
11025,bersit,
11026,ngata,
11027,babi,
11028,bangettt,
11029,chuchu,
11030,dundun,
11031,cintaaaa,
11032,sumpahh,
11033,grabtakesyouthere,
11034,idolbyopera,
11035,idolshowcase,
11036,pulas,
11037,sunbathuk,
11038,semarak,
11039,caraka,
11040,dibayangin,
11041,apalin,
11042,parit,
11043,melipir,
11044,taxi,
11045,brunei,
11046,ikud,
11047,amarasi,
11048,meninngal,
11049,taxol,
11050,nggenah,
11051,baradatu,
11052,tenda,
11053,dontforget,
11054,olx,
11055,ladang,
11056,cod,
11057,checkup,
11058,kolesterol,
11059,spertinya,
11060,maag,
11061,kasieun,
11062,cemen,
11063,sizzyharuskuat,
11064,lagiiihhh,
11065,ilusi,
11066,overwhelmed,
11067,sensi,
11068,atmosphere,
11069,ngehindarin,
11070,karyawannya,
11071,mendoakaan,
11072,fallen,
11073,conspiracy,
11074,theory,
11075,teather,
11076,kokok,
11077,ngelonglong,
11078,bocorin,
11079,huhuhuhuhu,
11080,mansive,
11081,sayaaangg,
11082,friendzoned,
11083,gosend,
11084,piawai,
11085,mabfaat,
11086,lunak,
11087,besi,
11088,dasyatnya,
11089,pungkiri,
11090,disekolahin,
11091,unfol,
11092,ketip,
11093,supra,
11094,ngisinya,
11095,berabe,
11096,dramatis,
11097,menyebrang,
11098,margonda,
11099,cross,
11100,ngerem,
11101,menfes,
11102,ayuk,
11103,dikembaliin,
11104,dibalikin,
11105,satisfies,
11106,sangkin,
11107,aroha,
11108,damba,
11109,suapin,
11110,shock,
11111,telaah,
11112,mukmin,
11113,nyepelein,
11114,yunjin,
11115,bgd,
11116,ukulele,
11117,genteng,
11118,das,
11119,uncuing,
11120,ngebangunin,
11121,santap,
11122,yon,
11123,syiah,
11124,itt,
11125,merakan,
11126,bhkan,
11127,salama,
11128,ketidakmungkinan,
11129,khusyuk,
11130,esta,
11131,gud,
11132,aah,
11133,akpolnya,
11134,replyannya,
11135,tekkim,
11136,farmasi,
11137,panoramacantik,
11138,lia,
11139,yahh,
11140,harini,
11141,iolls,
11142,alepan,
11143,bff,
11144,mls,
11145,gn,
11146,pekaa,
11147,ngekang,
11148,jaranggg,
11149,adore,
11150,masbro,
11151,bambu,
11152,ganjel,
11153,ngejoprak,
11154,giring,
11155,lamaaaaa,
11156,katherine,
11157,sofia,
11158,reward,
11159,gummy,
11160,nggg,
11161,tehnik,
11162,sinematografi,
11163,blablablablabla,
11164,hominem,
11165,persekusi,
11166,monolog,
11167,mnding,
11168,mbungkam,
11169,pejam,
11170,yugyeom,
11171,lawak,
11172,hmmmmm,
11173,uwwhhh,
11174,unnieee,
11175,keluwarga,
11176,samawaaa,
11177,sarangeyooo,
11178,djokowie,
11179,gaeess,
11180,nimbulin,
11181,tapiiiiiiiiiii,
11182,benahin,
11183,ngurangin,
11184,ditrack,
11185,nimbeung,
11186,kiddos,
11187,dancers,
11188,audience,
11189,benefit,
11190,dropshiper,
11191,cint,
11192,ataauuu,
11193,tedalam,
11194,uhud,
11195,tmptnya,
11196,angker,
11197,berangkt,
11198,klaupun,
11199,candy,
11200,crush,
11201,mabar,
11202,dibentakin,
11203,mamma,
11204,jauuuuh,
11205,meryl,
11206,streep,
11207,rassanya,
11208,lipattttttttttttttttttttttttt,
11209,ekok,
11210,deteksidinihepatitis,
11211,moh,
11212,toha,
11213,tanktop,
11214,jato,
11215,lobang,
11216,cal,
11217,sieun,
11218,hayam,
11219,teu,
11220,satinah,
11221,kore,
11222,lncr,
11223,mewart,
11224,bhsa,
11225,thai,
11226,wkwkwlw,
11227,citacita,
11228,giveaway,
11229,yeayy,
11230,kasihh,
11231,dikumpulin,
11232,yoongi,
11233,energy,
11234,pict,
11235,djkddjdldl,
11236,aki,
11237,dicheck,
11238,terrbakar,
11239,jeroan,
11240,hqq,
11241,soan,
11242,ngeprank,
11243,tiris,
11244,kunaon,
11245,ngediemin,
11246,aika,
11247,sertif,
11248,asdfgjkl,
11249,nutriclub,
11250,lucuuuu,
11251,anteu,
11252,keluarin,
11253,uneg,
11254,tajil,
11255,freestyle,
11256,penggunajalan,
11257,indfess,
11258,dsarny,
11259,lorot,
11260,aminnn,
11261,kapangemuk,
11262,nc,
11263,baqarah,
11264,lhaa,
11265,sampee,
11266,samcho,
11267,anjrittt,
11268,pulng,
11269,kuranglebih,
11270,ftisland,
11271,yakan,
11272,thd,
11273,aposeee,
11274,bubble,
11275,curated,
11276,kelebat,
11277,selfi,
11278,gendak,
11279,gabanget,
11280,prnah,
11281,lend,
11282,tourism,
11283,awards,
11284,predilat,
11285,skytrax,
11286,rsv,
11287,sasar,
11288,mahkluk,
11289,pekat,
11290,thenkyu,
11291,db,
11292,unri,
11293,dprd,
11294,plss,
11295,pesentren,
11296,naujubillah,
11297,kuning,
11298,tindis,
11299,interested,
11300,movie,
11301,nyemburuin,
11302,cmburu,
11303,basement,
11304,viewers,
11305,pakenya,
11306,dul,
11307,gala,
11308,cenayang,
11309,omelette,
11310,texturenya,
11311,renyah,
11312,kunyah,
11313,greasy,
11314,matengnya,
11315,psikometri,
11316,puspendikbalitbang,
11317,mutualku,
11318,mutual,
11319,kimiawi,
11320,kehebatanya,
11321,penerusbangsa,
11322,atlite,
11323,olahragawan,
11324,adidas,
11325,puma,
11326,specs,
11327,anakbola,
11328,timnasindonesia,
11329,merosot,
11330,didiemin,
11331,ngelunjak,
11332,tonjok,
11333,vonis,
11334,muas,
11335,seniman,
11336,mav,
11337,mqu,
11338,yaudh,
11339,selfish,
11340,macm,
11341,takde,
11342,pulak,
11343,macamana,
11344,goal,
11345,airport,
11346,yani,
11347,alpahard,
11348,facelift,
11349,prody,
11350,ngejemput,
11351,fashionnya,
11352,fave,
11353,sabana,
11354,khilap,
11355,surabi,
11356,krakatau,
11357,saia,
11358,coolyeah,
11359,begicu,
11360,mongol,
11361,udang,
11362,narasi,
11363,emotionally,
11364,camp,
11365,related,
11366,gasabar,
11367,honestly,
11368,nakutin,
11369,menuangkanya,
11370,kucil,
11371,kelex,
11372,ngambeknya,
11373,minceee,
11374,umayan,
11375,lencana,
11376,sebegimanapun,
11377,allaaaahhh,
11378,ikhlaaaassss,
11379,agens,
11380,taecyeon,
11381,hottest,
11382,sambung,
11383,silaturahmi,
11384,brhak,
11385,mndoakan,
11386,brtobat,
11387,muahh,
11388,papap,
11389,siaga,
11390,portugal,
11391,euro,
11392,hoki,
11393,ronaldo,
11394,berwirausaha,
11395,puisimalam,
11396,endang,
11397,iyot,
11398,ngelmu,
11399,apologetik,
11400,agk,
11401,ngusir,
11402,klar,
11403,nyapanya,
11404,meh,
11405,chatingnya,
11406,raampunjabi,
11407,box,
11408,wanjay,
11409,hkm,
11410,spendapat,
11411,dsampaikn,
11412,closefriend,
11413,diddy,
11414,tembaga,
11415,yoi,
11416,diputarbalikan,
11417,domestik,
11418,tawon,
11419,diletusin,
11420,eksoel,
11421,episode,
11422,wni,
11423,azaz,
11424,loading,
11425,claims,
11426,pet,
11427,soc,
11428,gitulo,
11429,gela,
11430,gelaa,
11431,warkop,
11432,hahahahaudah,
11433,nnt,
11434,anyong,
11435,namja,
11436,tangisin,
11437,operasi,
11438,rekrut,
11439,ciaaaaaaaaa,
11440,inih,
11441,settingnya,
11442,laten,
11443,akulaku,
11444,hs,
11445,sebell,
11446,plesbek,
11447,judy,
11448,papi,
11449,amiien,
11450,ucok,
11451,kapten,
11452,daren,
11453,wks,
11454,darencintafeyca,
11455,asikahan,
11456,espresso,
11457,responsif,
11458,ms,
11459,protective,
11460,ndapapa,
11461,maraton,
11462,drakor,
11463,sinisin,
11464,plong,
11465,jyoti,
11466,admire,
11467,sukain,
11468,ngestalk,
11469,mlaran,
11470,billang,
11471,allhmdulillah,
11472,kaocha,
11473,anjyr,
11474,ekopembangunan,
11475,pdb,
11476,ratio,
11477,apakabar,
11478,baee,
11479,kotamalang,
11480,savejalanraya,
11481,signalnya,
11482,jamila,
11483,ets,
11484,diklat,
11485,trbaik,
11486,kediklatan,
11487,aksesoris,
11488,diselingkuhin,
11489,diporotin,
11490,kua,
11491,gimanaaa,
11492,gimanaa,
11493,pls,
11494,shel,
11495,ketuk,
11496,puluan,
11497,sva,
11498,gen,
11499,hov,
11500,momnjogadingserpong,
11501,giftawayforcustomer,
11502,patri,
11503,mpmhondajatim,
11504,jatimotoblog,
11505,sugimasihada,
11506,rider,
11507,touring,
11508,inshaaallah,
11509,thal,
11510,smpku,
11511,tenan,
11512,birah,
11513,cowonya,
11514,mekar,
11515,dilewatin,
11516,akhri,
11517,cetera,
11518,infeksius,
11519,hiv,
11520,aids,
11521,sticker,
11522,nemplok,
11523,jurkamnya,
11524,nemo,
11525,movement,
11526,reflek,
11527,hilaf,
11528,ikonic,
11529,lipur,
11530,dijalam,
11531,mukalo,
11532,ciptain,
11533,nuest,
11534,nuble,
11535,maapkan,
11536,tomorrow,
11537,brng,
11538,yamana,
11539,negur,
11540,influencer,
11541,influence,
11542,original,
11543,cuat,
11544,waduuuh,
11545,snsd,
11546,ngerumpul,
11547,haduu,
11548,yakk,
11549,gdm,
11550,yaakkk,
11551,quuu,
11552,belas,
11553,editor,
11554,alisha,
11555,roomtoread,
11556,translation,
11557,adaka,
11558,mrpakan,
11559,syang,
11560,trbesar,
11561,inisial,
11562,ngukir,
11563,edasr,
11564,inshaallaah,
11565,semangattt,
11566,bulak,
11567,fanboy,
11568,diikutin,
11569,ngefans,
11570,huaaaa,
11571,ojan,
11572,ibad,
11573,haekal,
11574,tangsel,
11575,ngtap,
11576,emoney,
11577,huhuu,
11578,headline,
11579,banat,
11580,freepalestine,
11581,deenassalam,
11582,horizontal,
11583,himself,
11584,sayanggggg,
11585,bangetttttt,
11586,bokapnya,
11587,yuhuuu,
11588,andra,
11589,usaisenja,
11590,srikandiindung,
11591,kepal,
11592,istirahatt,
11593,jaktim,
11594,sdhkah,
11595,device,
11596,copyan,
11597,kcl,
11598,nubuwah,
11599,syariat,
11600,kaffah,
11601,kristus,
11602,cemerlang,
11603,newton,
11604,kidung,
11605,amazing,
11606,grace,
11607,eksplorasi,
11608,dngerin,
11609,kospun,
11610,asmara,
11611,boycandra,
11612,organo,
11613,jackson,
11614,aley,
11615,disave,
11616,draf,
11617,presscon,
11618,seohyun,
11619,poor,
11620,arsitek,
11621,interest,
11622,behance,
11623,issuu,
11624,soshum,
11625,jitakin,
11626,semangatt,
11627,chingudeulll,
11628,huaaaaa,
11629,jujuuuudd,
11630,jujud,
11631,tinggalin,
11632,replyan,
11633,iim,
11634,jersey,
11635,notabennya,
11636,ridha,
11637,woww,
11638,jurnalrisa,
11639,pinginnya,
11640,ulat,
11641,sebelll,
11642,kaliya,
11643,firstly,
11644,ngerilis,
11645,iniso,
11646,palaur,
11647,gratak,
11648,antv,
11649,yth,
11650,sandang,
11651,oyeeee,
11652,supermarket,
11653,nancep,
11654,matung,
11655,dumberku,
11656,asuma,
11657,oikawa,
11658,hshahshahah,
11659,sampahkawa,
11660,mimi,
11661,mimo,
11662,kngdaniel,
11663,karokean,
11664,keubun,
11665,morse,
11666,oop,
11667,extend,
11668,bidding,
11669,nainggolan,
11670,mnts,
11671,rio,
11672,azmi,
11673,mensyennya,
11674,silaturahim,
11675,rifai,
11676,lul,
11677,chatnya,
11678,rptra,
11679,kalijodo,
11680,rekreasi,
11681,bencana,
11682,ditunggangin,
11683,berag,
11684,banging,
11685,qualify,
11686,digit,
11687,dubai,
11688,leku,
11689,ketidaksempurnaanmu,
11690,imho,
11691,ngantukk,
11692,goler,
11693,privilege,
11694,nyengat,
11695,aduuu,
11696,cian,
11697,dikasihin,
11698,imut,
11699,gulana,
11700,keummatan,
11701,indonesian,
11702,huhahiheho,
11703,dongho,
11704,sayangkuuuuu,
11705,mengijinkan,
11706,nuntut,
11707,ngbrol,
11708,ndre,
11709,backsound,
11710,ceri,
11711,mengasikkan,
11712,keluargabaru,
11713,republiksepeda,
11714,mtb,
11715,bikestable,
11716,gowesnusantara,
11717,holic,
11718,wisatawan,
11719,genderuwo,
11720,div,
11721,dialihin,
11722,prodi,
11723,campaign,
11724,meridhoi,
11725,selaha,
11726,nant,
11727,istiar,
11728,robb,
11729,kpribadian,
11730,sbnernya,
11731,perhtiin,
11732,character,
11733,developmentnya,
11734,smbil,
11735,charge,
11736,abistu,
11737,thinkifyouhavebrain,
11738,pasif,
11739,merjuangin,
11740,duri,
11741,gores,
11742,jar,
11743,sianjiirrr,
11744,tungkai,
11745,peluh,
11746,tetas,
11747,kuhhh,
11748,kamuuuuuuuuuu,
11749,dekam,
11750,degub,
11751,angke,
11752,baikkkkk,
11753,manjain,
11754,belanjain,
11755,yuuuk,
11756,berihtikaf,
11757,mndpt,
11758,maghfiroh,
11759,school,
11760,hamilsamasetan,
11761,memohin,
11762,blkg,
11763,pdidikn,
11764,sdri,
11765,pamerin,
11766,kelulus,
11767,drku,
11768,dktnya,
11769,rimba,
11770,nocturno,
11771,falsong,
11772,balikinnya,
11773,cheer,
11774,keti,
11775,issues,
11776,bwa,
11777,tmennya,
11778,dgr,
11779,kunti,
11780,erang,
11781,memetwit,
11782,semhas,
11783,came,
11784,nyante,
11785,gp,
11786,argo,
11787,lhooo,
11788,muluu,
11789,gga,
11790,dda,
11791,bkan,
11792,rsa,
11793,weekend,
11794,diatasin,
11795,paylater,
11796,segel,
11797,lunas,
11798,mll,
11799,reportnya,
11800,molor,
11801,pelisss,
11802,banya,
11803,comment,
11804,harasmen,
11805,ngaplok,
11806,iaitu,
11807,jnjiku,
11808,shidup,
11809,dgnmu,
11810,mengatahui,
11811,kte,
11812,ble,
11813,krje,
11814,their,
11815,entire,
11816,ibuibu,
11817,ngganjel,
11818,yach,
11819,manifestasi,
11820,mbalang,
11821,cebur,
11822,perangkap,
11823,licin,
11824,ajach,
11825,kepleset,
11826,quarter,
11827,crisis,
11828,datangin,
11829,semagat,
11830,fighting,
11831,aeris,
11832,bakalam,
